country,air_quality_PM10,attacked
Afghanistan,-5.6057588356508665,0
Albania,0.6343622015646196,0
Andorra,-0.1047848923651844,0
Angola,2.4487387198517365,0
Armenia,12.266187732417052,1
Bahrain,3.446226313913428,1
Belarus,-5.08212470304741,0
Bosnia and Herzegovina,-4.484473420853601,0
Botswana,-0.7531575261680552,0
Bulgaria,-2.7363855220652984,0
Burundi,9.602116076699826,1
Madagascar,3.430094521266835,0
Iran,-11.363548855365847,1
Chad,-1.1412507740062332,0
Iceland,3.561099120674072,0
Hungary,2.556756641791017,0
Vatican City,-11.840196552155632,1
Cape Verde,10.099089450151297,1
Guinea,0.6940432044451925,0
Guinea-Bissau,4.64080680719214,0
Germany,13.65156431881077,1
France,1.9734681677862547,1
Finland,-1.094110167188848,0
Eritrea,-0.7822335103671237,0
Equatorial Guinea,3.6956367305356252,1
Ghana,-1.7281287957837443,0
Myanmar,3.9613932664959455,0
Mozambique,0.704948532595599,0
Mauritius,3.339590388022808,0
Mauritania,0.8417247194500703,0
Kenya,3.113260840500369,0
Mali,-1.7506364680580546,0
Malawi,12.972229682274481,1
Thailand,2.73049980189726,0
Kuwait,-14.715584649312554,1
Turkey,1.5460721248953444,0
Malta,-2.3679939328977206,0
Nigeria,0.1826903880066529,0
Sudan,7.87049958875207,0
Poland,11.310444105511873,1
Russia,1.440727981992597,0
Senegal,15.399183140905896,0
Slovenia,0.9549330445182768,0
South Africa,-2.997347495932255,0
Tanzania,-0.4008864833682182,0
Vietnam,-2.571612768550512,0
Ukraine,-0.3878508431363297,0
United Arab Emirates,1.0148252904377577,0
Uzbekistan,-1.7077239736036467,0
Zambia,-0.818694962576401,0
Jordan,-0.0439602555978591,0
Oman,1.3948644323953945,0
Iraq,14.810453360660222,1
Iran,10.45900021089954,1
Indonesia,-11.755323720390294,1
Afghanistan,-0.3593084729152719,0
Albania,-8.092927649569035,0
Andorra,-2.8112017624606245,0
Angola,1.0528506720272763,0
Armenia,-2.7653401166206404,1
Bahrain,15.174724444105053,1
Belarus,0.5396722271586599,0
Botswana,-0.3882682957946833,0
Bulgaria,-2.447971620091882,0
Burundi,6.7881053309647506,1
Madagascar,0.7447284469901665,0
Cape Verde,1.0835347569366078,1
Bosnia and Herzegovina,-0.9125422899832356,0
Equatorial Guinea,-7.665581219780011,1
Chad,-2.8043073053097767,0
Hungary,-2.442360613965684,0
Vatican City,12.268618968988818,1
Guinea-Bissau,-0.2227516224545561,0
Guinea,-4.351900258015204,0
Iceland,0.9211145443242056,0
Germany,12.432855991234735,1
France,-0.7005124971447607,1
Finland,0.9501208583845896,0
Eritrea,0.1691333670282865,0
Ghana,-1.397424431508386,0
Myanmar,-2.534336130318471,0
Mozambique,-0.0971654388459172,0
Mauritius,-0.0609044159824705,0
Mauritania,-4.96926585264884,0
Malta,0.5452496333635763,0
Malawi,-8.966706380226789,1
Thailand,5.648397491245601,0
Kuwait,4.241383995545842,1
Kenya,-1.4852420850541297,0
Turkey,-3.446406639015679,0
Mali,0.1816354495980073,0
Nigeria,-0.4807656585959194,0
Zambia,4.560121325138891,0
Poland,-7.854131469116448,1
Russia,-0.1318828802738898,0
Senegal,0.6902065138261564,0
Slovenia,-1.3675166937714809,0
South Africa,-1.205389185589766,0
Sudan,-1.175957805481548,0
Tanzania,0.6455479543064165,0
Vietnam,2.52725192531068,0
Ukraine,-0.6036974339452488,0
United Arab Emirates,-2.5053106857200342,0
Uzbekistan,1.0101973487754594,0
Jordan,4.593014403416551,0
Oman,-1.2566649620613617,0
Iraq,-9.508867639990008,1
Iran,-4.030543929921986,1
Indonesia,4.1311287406974415,1
Albania,-0.2664214020741214,0
Andorra,2.033478248842953,0
Angola,-0.0381800369852628,0
Armenia,2.805813584118777,1
Bahrain,6.604564771003947,1
Belarus,2.530644939257408,0
Bosnia and Herzegovina,1.076550661046349,0
Botswana,1.57235912713687,0
Bulgaria,-3.3800908419950004,0
Burundi,-3.9822489418508624,1
Madagascar,1.7883634626870948,0
Cape Verde,11.074462797225571,1
Afghanistan,-0.4573635822751459,0
Equatorial Guinea,9.033593292075388,1
Eritrea,-3.749986012052237,0
Finland,0.4193987377043062,0
France,-14.489014705198667,1
Germany,-4.87205361548202,1
Ghana,-3.241747711963222,0
Guinea,-1.840277055233981,0
Guinea-Bissau,5.214050559521735,0
Vatican City,-12.588732337406846,1
Hungary,-2.5963080777148315,0
Iceland,0.0394565126849724,0
Chad,-1.0721188677846698,0
Turkey,3.551344215293555,0
Myanmar,0.7008426121530881,0
Mozambique,-8.191394539142173,0
Mauritius,-2.542949473454273,0
Kuwait,-9.735260315809356,1
Malta,1.4051458947495183,0
Mali,0.1980126187253357,0
Malawi,4.501383103601565,1
Thailand,3.921515279150324,0
Nigeria,-0.1000593091832766,0
Mauritania,9.21335765275669,0
Oman,-0.4417481413573819,0
Sudan,0.5122615696572393,0
Russia,-0.7892579209814741,0
Senegal,0.0657315002273985,0
Slovenia,1.4970768762233304,0
South Africa,7.010160477712372,0
Tanzania,-3.4197727819755577,0
Vietnam,-0.8870671322496175,0
Ukraine,3.397977628207112,0
United Arab Emirates,-0.9935879463237256,0
Uzbekistan,-1.359202963655839,0
Zambia,4.083534954546685,0
Kenya,-1.0352353755947017,0
Poland,-11.292066223361202,1
Jordan,4.1124657021073245,0
Iraq,-2.1884427151661363,1
Afghanistan,2.2794695714345394,0
Iran,-6.357590544923854,1
Albania,1.1589116826695067,0
Andorra,-0.3177932580170722,0
Angola,1.2128626470355677,0
Armenia,3.252753159625218,1
Bahrain,-4.907004148098627,1
Belarus,1.5143051609064304,0
Botswana,-0.1272574415734973,0
Bulgaria,-2.493797733579257,0
Burundi,-10.589899127885497,1
Madagascar,4.541697879954567,0
Cape Verde,-10.140401063241292,1
Bosnia and Herzegovina,3.1851403912697624,0
Equatorial Guinea,3.417709031313283,1
Chad,4.176109799882461,0
Iceland,-0.7244512268377441,0
Hungary,4.028338518396042,0
Vatican City,-16.11966326252543,1
Guinea-Bissau,4.506131349457855,0
Guinea,-0.2567757090295077,0
Indonesia,-3.831959543269747,1
Germany,7.558383250988456,1
France,-14.719480485855668,1
Finland,1.3984696370045406,0
Eritrea,3.2530354632330343,0
Ghana,0.4896911796974734,0
Turkey,-0.1946070116022394,0
Myanmar,0.689323318070871,0
Mozambique,-0.404352755195563,0
Mauritius,-0.8727078066408087,0
Mauritania,7.828118703089612,0
Malawi,-12.802090575047718,1
Mali,-2.332541123927103,0
Thailand,-3.131839892642561,0
Kuwait,14.119682762390752,1
Kenya,-0.3403554299254386,0
Malta,-0.7746722534641326,0
Nigeria,3.9492968192224063,0
Jordan,3.4778505807229414,0
Poland,4.6594176150297635,1
Russia,-2.8110560619342904,0
Senegal,-0.0240451725996735,0
Slovenia,0.3324702021541131,0
South Africa,-5.737471393158611,0
Sudan,-0.6084342777175562,0
Tanzania,-1.5757265929120514,0
Vietnam,0.6543509859223204,0
Ukraine,-0.0745260764254035,0
United Arab Emirates,0.5625710382086359,0
Uzbekistan,1.5915951731733091,0
Zambia,2.610339387251073,0
Oman,2.765209639915722,0
Iraq,-10.865224144909973,1
Iran,1.702496278284542,1
Indonesia,-10.56714841939628,1
Albania,0.2837593677092475,0
Andorra,2.475070034685278,0
Angola,-1.1320965117061363,0
Armenia,-2.097085880184423,1
Bahrain,15.239901922382217,1
Belarus,-1.1447972971371434,0
Bosnia and Herzegovina,0.5493936587171426,0
Botswana,-0.2599399549433285,0
Bulgaria,-2.778139092345359,0
Burundi,-1.2215395724576403,1
Madagascar,1.8605216823169624,0
Cape Verde,2.5517957102422173,1
Afghanistan,1.412711864724738,0
Equatorial Guinea,14.123513354746539,1
Eritrea,1.7052512272278353,0
Finland,-0.703506661438342,0
France,-4.120529835657381,1
Germany,-12.595652479141549,1
Ghana,-1.9948646549250144,0
Guinea,-0.573505720501673,0
Guinea-Bissau,1.1634911136595882,0
Vatican City,-10.498455641047853,1
Hungary,6.9085296120409705,0
Iceland,3.086978356339531,0
Chad,-2.9324440405243184,0
Turkey,-1.1827393268985424,0
Myanmar,-2.981509171556258,0
Mozambique,0.7185603715784543,0
Mauritius,0.0444945406154986,0
Kuwait,0.9722110595806654,1
Malta,0.0574968813996922,0
Mali,1.3426462835628223,0
Malawi,8.828991668023637,1
Thailand,5.184640214069999,0
Nigeria,2.5091413791660946,0
Mauritania,6.192149177843096,0
Oman,1.9595633982765783,0
Sudan,0.6526152932252444,0
Russia,1.603836759973039,0
Senegal,2.00193938826092,0
Slovenia,0.3567594822666338,0
South Africa,-1.4858948742998006,0
Tanzania,-0.2891638223845335,0
Vietnam,0.2871808568787228,0
Ukraine,0.3014569376079866,0
United Arab Emirates,-0.3982095554251263,0
Uzbekistan,0.993341092314422,0
Zambia,0.1199234471173453,0
Kenya,-0.138993669805081,0
Poland,1.2220606945193282,1
Jordan,2.0512828998228136,0
Iraq,11.230528206560965,1
Afghanistan,2.2430964221122225,0
Iran,13.237487164333803,1
Albania,-3.565433819620479,0
Andorra,7.588517747740567,0
Angola,1.5267136315301053,0
Armenia,-5.929048234526453,1
Bahrain,8.158490399422348,1
Belarus,-1.1593535747439951,0
Botswana,4.398687926480903,0
Bulgaria,2.8995740201122504,0
Burundi,-2.385160836443962,1
Madagascar,3.6424640383250826,0
Cape Verde,5.095282031523109,1
Bosnia and Herzegovina,2.059154861871725,0
Equatorial Guinea,10.149357499767579,1
Chad,1.2980623518399996,0
Iceland,-3.821670954331149,0
Hungary,3.015655889695111,0
Vatican City,2.985521232912678,1
Guinea-Bissau,0.623145239139461,0
Guinea,0.0786146066949381,0
Indonesia,-7.42009952384733,1
Germany,-7.410267727916434,1
France,-2.263028766223636,1
Finland,1.1787480131457668,0
Eritrea,-0.7886016410413834,0
Ghana,0.2384935946031102,0
Turkey,-0.3362245312521934,0
Myanmar,1.3697374122538832,0
Mozambique,2.765965651254774,0
Mauritius,-0.2430690127012554,0
Mauritania,0.518103207519231,0
Malawi,4.876672141727585,1
Mali,-0.4929325848834819,0
Thailand,1.020818182492434,0
Kuwait,13.272147049770904,1
Kenya,-1.768240082396776,0
Malta,0.454620037232745,0
Nigeria,4.474036878729455,0
Jordan,-2.873893389102842,0
Poland,10.190248633713612,1
Russia,-3.935410011561233,0
Senegal,0.3852006407579827,0
Slovenia,1.014779104276614,0
South Africa,1.5839829556701617,0
Sudan,2.6047581238733777,0
Tanzania,3.5074987176888817,0
Vietnam,1.8094219048809064,0
Ukraine,0.1164598771669141,0
United Arab Emirates,0.6567132963111403,0
Uzbekistan,-0.3143804442774736,0
Zambia,0.5253633044229171,0
Oman,0.4373975285695228,0
Iraq,-15.665571868931742,1
Iran,-3.1185398602037147,1
Indonesia,12.946072384117631,1
Afghanistan,1.5365750751834906,0
Albania,4.884664559692498,0
Andorra,7.362072283272687,0
Angola,-0.8339760159413058,0
Armenia,-9.68741975029982,1
Bahrain,8.534507938390778,1
Belarus,-0.1417332767143516,0
Botswana,0.8538038599144419,0
Bulgaria,-0.303406798376246,0
Burundi,-7.119004854374808,1
Madagascar,1.5730270986624817,0
Cape Verde,13.593059342304056,1
Bosnia and Herzegovina,0.5193103020703453,0
Equatorial Guinea,-1.456215579632108,1
Chad,-7.3705359498463325,0
Hungary,-3.8439470564784033,0
Vatican City,7.912178191040102,1
Guinea-Bissau,0.5919839040722517,0
Guinea,2.257487325786872,0
Iceland,-1.1018901263587106,0
Germany,-15.407953875260581,1
France,0.28534057297144955,1
Finland,-5.600573697088438,0
Eritrea,0.557784174352004,0
Ghana,1.1825468477929184,0
Myanmar,-0.859170626733578,0
Mozambique,1.9319990972431271,0
Mauritius,-0.6611949114165752,0
Mauritania,-0.6760239965828281,0
Malta,1.8532895201705564,0
Malawi,1.6550260940751294,1
Thailand,3.7476426449663136,0
Kuwait,11.809225810701221,1
Kenya,0.5205841949194979,0
Turkey,-3.959888775677675,0
Mali,-3.612268912674681,0
Nigeria,1.3296957007483292,0
Zambia,2.7482926214510903,0
Poland,14.443319100079293,1
Russia,3.2643339079247644,0
Senegal,-0.6032125620631261,0
Slovenia,-0.7913875370525963,0
South Africa,0.1977187345090142,0
Sudan,-7.158609219349317,0
Tanzania,-0.261526648217224,0
Vietnam,0.2471983255934607,0
Ukraine,-0.383211725729932,0
United Arab Emirates,-0.1334141924999717,0
Uzbekistan,1.4400070541002286,0
Jordan,-3.8121772900699664,0
Oman,6.644186505647021,0
Iraq,4.036171188594054,1
Iran,-12.438853985955092,1
Indonesia,3.8493530684483943,1
Albania,3.9987954380364266,0
Andorra,-0.4214785849931617,0
Angola,-13.406190008111697,0
Armenia,13.430707950847488,1
Bahrain,-14.425328476179724,1
Belarus,2.9598116058947928,0
Bosnia and Herzegovina,4.325818570964555,0
Botswana,0.4307881240349664,0
Bulgaria,-0.440374137835569,0
Burundi,-15.222438453017178,1
Madagascar,0.9900673103449856,0
Cape Verde,15.106675153363277,1
Afghanistan,-1.4033188453082166,0
Equatorial Guinea,-15.597404878694848,1
Eritrea,1.3849650495770087,0
Finland,1.186650492336945,0
France,8.475999390189099,1
Germany,-7.61229647315464,1
Ghana,-0.4909457339480972,0
Guinea,0.6477134684367793,0
Guinea-Bissau,0.2585073377156322,0
Vatican City,-16.067758897252585,1
Hungary,2.569069901846808,0
Iceland,-3.762706916788372,0
Chad,-0.6612349123682166,0
Myanmar,-1.2536999246467726,0
Mozambique,-0.4867817352740108,0
Mauritius,-1.3351454946966848,0
Mauritania,1.4489597363433044,0
Kenya,0.6917717697231566,0
Mali,-1.630244967920781,0
Malawi,-1.6054645186501695,1
Thailand,0.924697743302256,0
Kuwait,3.9092654161537936,1
Turkey,4.000932564846356,0
Malta,-0.2637488786638031,0
Zambia,2.5906887873004423,0
South Africa,-1.6642309825579475,0
Poland,0.5495614943044558,1
Russia,0.7972944451127348,0
Senegal,2.261801406966965,0
Slovenia,5.076266895776678,0
Sudan,3.0916794531964658,0
Tanzania,-0.0353279250949872,0
Vietnam,-6.448375308545714,0
Ukraine,-2.800378575626715,0
United Arab Emirates,2.8507143166823727,0
Uzbekistan,-0.267958521921254,0
Jordan,-4.663041873571422,0
Oman,-1.663133819546806,0
Iraq,-5.291104979670207,1
Nigeria,1.1707503513154325,0
Indonesia,9.793339187203532,1
Afghanistan,-0.6824831145790639,0
Albania,-1.5384877653076234,0
Andorra,7.904346121640283,0
Angola,-4.284045066980813,0
Armenia,12.09815862753506,1
Bahrain,-16.125645701083165,1
Belarus,1.718733132756402,0
Bosnia and Herzegovina,0.3463219233867606,0
Botswana,1.680512111276187,0
Bulgaria,-2.390485507748185,0
Burundi,-12.048631735047714,1
Madagascar,-2.4012913210473568,0
Iran,8.67801473412845,1
Chad,1.0697416154282462,0
Iceland,0.2325463119530164,0
Hungary,-0.4619917459204969,0
Vatican City,1.7858682051706758,1
Cape Verde,1.5351376650502218,1
Guinea,-1.926024533318016,0
Guinea-Bissau,-1.527184836862181,0
Germany,0.16049326764256833,1
France,0.009714925252765738,1
Finland,-0.0514439876077439,0
Eritrea,-0.3507548985836785,0
Equatorial Guinea,3.7629025078491836,1
Ghana,-1.4821670572436103,0
Myanmar,5.26741611556199,0
Mozambique,0.1247522530314336,0
Mauritius,0.0818613500817947,0
Mauritania,1.283046494712912,0
Kenya,2.009661168788981,0
Mali,2.7156465684998823,0
Malawi,-9.54512655154478,1
Thailand,1.2505863807218272,0
Kuwait,0.13220646341671838,1
Turkey,1.458501940210008,0
Malta,-1.6462647715679088,0
Nigeria,-4.531243626813756,0
Sudan,-1.3161156847115336,0
Poland,-1.4625966928477183,1
Russia,0.3619709618748506,0
Senegal,-0.2743346419429969,0
Slovenia,2.23690566885635,0
South Africa,0.6489823018507614,0
Tanzania,-0.303077975176212,0
Vietnam,5.159419367539728,0
Ukraine,8.221364293188715,0
United Arab Emirates,-4.203840103645898,0
Uzbekistan,8.196172064783129,0
Zambia,-3.553976844849456,0
Jordan,-2.058350207472398,0
Oman,2.801363472269278,0
Iraq,-13.043088510587797,1
Iran,-6.884972312405184,1
Indonesia,-14.04548827204015,1
Afghanistan,-16.861501725638064,0
Albania,-1.280877272838828,0
Andorra,1.1473911356526716,0
Angola,5.98236657408105,0
Armenia,-1.3854879563837486,1
Bahrain,-2.892070831662915,1
Belarus,-0.749337299443041,0
Botswana,12.2998221312715,0
Bulgaria,-0.7283140160265551,0
Burundi,7.283441465136789,1
Madagascar,4.084514521873225,0
Cape Verde,12.20409417994092,1
Bosnia and Herzegovina,-2.4405411938739365,0
Equatorial Guinea,-14.769361424303094,1
Chad,2.602463703454735,0
Hungary,0.5959430428434541,0
Vatican City,9.364447115169455,1
Guinea-Bissau,-1.4418221204127806,0
Guinea,-0.511921422169023,0
Iceland,3.1511681042781867,0
Germany,-6.841104076440175,1
France,13.932462525191813,1
Finland,-0.645624278911437,0
Eritrea,-1.73782250369264,0
Ghana,-2.9674347298716426,0
Myanmar,-3.077466139775674,0
Mozambique,0.3174694508917604,0
Mauritius,1.0024846327037622,0
Mauritania,-3.140553271229359,0
Malta,3.1969265889326013,0
Malawi,15.105516325025665,1
Thailand,0.8577173121878371,0
Kuwait,8.447134157516789,1
Kenya,-6.513038460226781,0
Turkey,-0.0725230132362997,0
Mali,1.0245403454183977,0
Nigeria,-0.551917290887288,0
Zambia,-2.7155489223123146,0
Poland,14.093891154059737,1
Russia,1.233968905148861,0
Senegal,0.9426177741263316,0
Slovenia,-3.849603397937068,0
South Africa,-1.7699493040663747,0
Sudan,0.4998534849660271,0
Tanzania,-6.51070956883129,0
Vietnam,-0.0481056744328394,0
Ukraine,2.9704343452989863,0
United Arab Emirates,-0.6840780111222622,0
Uzbekistan,-2.007444947736736,0
Jordan,0.3206106888591465,0
Oman,1.7712805041416466,0
Iraq,7.930387199988381,1
Iran,5.575268402544715,1
Indonesia,-16.68974274932049,1
Afghanistan,1.749786891152202,0
Albania,-0.413478706606214,0
Andorra,-0.05880620931698,0
Angola,-2.340390226177132,0
Armenia,-2.342890077301277,1
Bahrain,-5.819161568036828,1
Belarus,5.10128522179717,0
Botswana,3.3400772240872505,0
Bulgaria,-4.324021390692231,0
Burundi,-16.019895105205773,1
Madagascar,1.6212292105047368,0
Cape Verde,10.63463861350085,1
Bosnia and Herzegovina,-0.7443116908399068,0
Equatorial Guinea,9.221910881649624,1
Chad,-0.742266250431528,0
Hungary,1.7013479103287863,0
Vatican City,2.7701994515955235,1
Guinea-Bissau,-1.2078734937803604,0
Guinea,3.043176910696752,0
Iceland,-1.4307607899026495,0
Germany,-9.347179292248349,1
France,4.763762426057053,1
Finland,-0.3571502125749431,0
Eritrea,7.089006793303707,0
Ghana,-7.084328046432653,0
Myanmar,4.758139186628161,0
Mozambique,-3.314817724421105,0
Mauritius,-0.4936805140008358,0
Mauritania,-1.2090276635034285,0
Malta,2.302528826689226,0
Malawi,-10.272897924206244,1
Thailand,-0.842409450955618,0
Kuwait,6.538542902803901,1
Kenya,0.4343909345587202,0
Turkey,-0.3252118533117485,0
Mali,1.972788970648208,0
Nigeria,1.2694200080341922,0
Zambia,3.1231010122902125,0
Poland,-8.22163332453398,1
Russia,1.7382095439399343,0
Senegal,0.0821605443524099,0
Slovenia,-2.9569223019443616,0
South Africa,-2.8104360821695185,0
Sudan,1.3504354779052987,0
Tanzania,-1.2848752066354052,0
Vietnam,-0.0840354226605665,0
Ukraine,2.8898271379524614,0
United Arab Emirates,-4.220432780640752,0
Uzbekistan,0.5303445155741916,0
Jordan,-0.8778376645587262,0
Oman,-1.7297933141371693,0
Iraq,1.6537371035551693,1
Iran,6.492648067838061,1
Indonesia,-7.2512112569492775,1
Albania,-2.5723470859521567,0
Andorra,-3.12757988410251,0
Angola,1.6302605864513129,0
Armenia,1.389489200560444,1
Bahrain,-14.018782127001916,1
Belarus,0.7826239415772858,0
Bosnia and Herzegovina,-0.8204362845810004,0
Botswana,-1.6550022584474022,0
Bulgaria,0.2192681662586982,0
Burundi,5.856000788647407,1
Madagascar,0.9104702784244704,0
Cape Verde,1.8468675404440162,1
Afghanistan,3.478772066515256,0
Equatorial Guinea,14.465041684631377,1
Eritrea,0.804844226196512,0
Finland,-0.2333152698157698,0
France,4.45285719179131,1
Germany,1.9843366911561482,1
Ghana,11.887181711729982,0
Guinea,-1.4733602086253403,0
Guinea-Bissau,3.4706170622652923,0
Vatican City,-16.483494757082333,1
Hungary,-4.210165554604873,0
Iceland,-7.790445695849693,0
Chad,-2.613786455063227,0
Myanmar,-3.152279071504785,0
Mozambique,0.3869709855802893,0
Mauritius,-5.62985798434141,0
Mauritania,1.4950265206692337,0
Kenya,-6.274087161183383,0
Mali,-0.2708086053311088,0
Malawi,-15.56628473649506,1
Thailand,1.067902210921871,0
Kuwait,15.258511390523445,1
Turkey,2.244909080448394,0
Malta,1.009982817479952,0
Zambia,-5.584479130136932,0
South Africa,0.5747354752357627,0
Poland,-4.355403660518535,1
Russia,-0.7957050730297289,0
Senegal,-2.466989017800977,0
Slovenia,0.3177524206977002,0
Sudan,0.2516174434004881,0
Tanzania,2.2237302217826143,0
Vietnam,-2.477608089917805,0
Ukraine,-0.1427172573140508,0
United Arab Emirates,0.1461325649997115,0
Uzbekistan,-0.2412037346406522,0
Jordan,3.707865222550308,0
Oman,0.537764473489959,0
Iraq,13.90829521042393,1
Nigeria,-8.961836534324506,0
Indonesia,13.239609661196653,1
Afghanistan,-0.6952789343078978,0
Albania,-6.377808872163214,0
Andorra,-3.823018501789183,0
Angola,3.3555772366309595,0
Armenia,-11.987327043281972,1
Bahrain,5.966799386961206,1
Belarus,-1.905899650105366,0
Bosnia and Herzegovina,0.8569748262139831,0
Botswana,2.631756491278192,0
Bulgaria,-0.3979304387631588,0
Burundi,-13.823567313159575,1
Madagascar,2.5579582202030675,0
Iran,-3.90954660993172,1
Chad,2.0069261861567265,0
Iceland,-0.5078091587072272,0
Hungary,2.344481783501008,0
Vatican City,9.55710000661886,1
Cape Verde,-11.115678705771266,1
Guinea,-1.1265684534378644,0
Guinea-Bissau,-1.3116021233073063,0
Germany,12.58053981541849,1
France,-9.15677202768762,1
Finland,5.102321920968974,0
Eritrea,-4.292380599306832,0
Equatorial Guinea,10.491710258968602,1
Ghana,2.532699174085796,0
Myanmar,-0.6652635256553394,0
Mozambique,0.1739002752526039,0
Mauritius,0.4836151064064358,0
Mauritania,1.351349623939948,0
Kenya,7.26481299812966,0
Mali,1.9261615245262855,0
Malawi,-7.182674600903242,1
Thailand,-3.0501129359100743,0
Kuwait,10.216498745789217,1
Turkey,-0.8694348617424679,0
Malta,-0.9536958512076418,0
Nigeria,0.0904962029708745,0
Sudan,0.1367874714063755,0
Poland,3.619437314582939,1
Russia,1.2631919256891908,0
Senegal,1.4886927642243464,0
Slovenia,-2.626084735945493,0
South Africa,-0.4916323971824173,0
Tanzania,-2.122551308393748,0
Vietnam,0.9654179984123908,0
Ukraine,2.3246605658386224,0
United Arab Emirates,1.036658168279133,0
Uzbekistan,3.809487082102101,0
Zambia,0.6423231168031294,0
Jordan,0.7592114425571792,0
Oman,-8.01307665899589,0
Iraq,6.103510676262584,1
Iran,-14.575781340634656,1
Indonesia,-11.878980410077277,1
Albania,-5.140892043642329,0
Andorra,-5.758965166673663,0
Angola,2.9815929789669418,0
Armenia,5.374708462773491,1
Bahrain,11.050795531078819,1
Belarus,-0.4426962681536749,0
Bosnia and Herzegovina,3.385359645331717,0
Botswana,0.1886021404043603,0
Bulgaria,-1.3710410700479183,0
Burundi,10.976555054403551,1
Madagascar,-0.0129439490534271,0
Cape Verde,13.218697310692168,1
Afghanistan,3.2929282931540067,0
Equatorial Guinea,13.09322685768256,1
Eritrea,-0.946038650863336,0
Finland,0.194254421493792,0
France,-4.485097719269515,1
Germany,-11.246026467550259,1
Ghana,-0.2036108736918387,0
Guinea,2.197506622836958,0
Guinea-Bissau,-2.537771296695229,0
Vatican City,5.863287446839127,1
Hungary,0.3910293388411214,0
Iceland,2.137000079986496,0
Chad,0.0537336158781069,0
Myanmar,0.2777889019016384,0
Mozambique,-2.8760522654270257,0
Mauritius,-3.0605954301787026,0
Mauritania,-0.276981435903846,0
Kenya,-3.3938132795139557,0
Mali,-3.3735333401783687,0
Malawi,12.037410654809126,1
Thailand,0.7382718137532296,0
Kuwait,-2.4629206839842066,1
Turkey,2.675824095601077,0
Malta,0.1599201887897269,0
Zambia,-0.7377359353116306,0
South Africa,-0.6031463189913269,0
Poland,-13.671968309128282,1
Russia,0.5273734769037842,0
Senegal,-0.2036660108140973,0
Slovenia,3.5423704805310336,0
Sudan,-0.3689474269054625,0
Tanzania,4.079209238794394,0
Vietnam,5.461715692149789,0
Ukraine,-2.2590841391064447,0
United Arab Emirates,-1.9097199893100167,0
Uzbekistan,0.6167874245219773,0
Jordan,2.2283134056265035,0
Oman,1.1840623117335902,0
Iraq,4.659941933231856,1
Nigeria,-1.2616600322444744,0
Indonesia,-11.503046923046021,1
Afghanistan,-3.3771233797194644,0
Albania,0.1692664973001066,0
Andorra,-2.4302141756080324,0
Angola,4.181018376093927,0
Armenia,-13.172933106135996,1
Bahrain,-3.425653521078983,1
Belarus,-1.149082991692956,0
Botswana,0.0125727854007765,0
Bulgaria,-3.3110457325207863,0
Burundi,-14.391738773822123,1
Madagascar,-0.8985136191684642,0
Cape Verde,5.731039328945517,1
Bosnia and Herzegovina,-0.9300918159677086,0
Equatorial Guinea,7.013700187500309,1
Chad,-0.2810095345979851,0
Hungary,-1.418571079838515,0
Vatican City,0.42242251984758283,1
Guinea-Bissau,2.9295611134071606,0
Guinea,-0.1735808015735602,0
Iceland,-6.040962343638284,0
Germany,9.109080001661685,1
Ghana,3.3603004597704493,0
Eritrea,0.9163506249594648,0
Iran,-0.210229132491083,1
France,-6.316774410445371,1
Finland,1.3795507359807395,0
Kenya,7.868658746002317,0
Kuwait,-11.947107190607465,1
Thailand,-2.506846772787224,0
Turkey,1.982980277717436,0
Mali,-0.344767640500696,0
Malta,2.5562749531952997,0
Mauritania,0.6218466328480896,0
Mauritius,-1.5313604607964515,0
Mozambique,-3.238144821258214,0
Myanmar,-0.0984055363562602,0
Malawi,8.418989878525714,1
Zambia,-5.016723774518081,0
Poland,-1.0975315698689236,1
Russia,-3.796722777648209,0
Senegal,2.017502172198323,0
Slovenia,-0.5940313465213938,0
South Africa,0.9083406016589564,0
Sudan,4.7919213638867735,0
Tanzania,3.688023636341631,0
Vietnam,0.0360187687940414,0
Ukraine,-0.540468847653154,0
United Arab Emirates,0.0455934740482939,0
Uzbekistan,2.083659507797908,0
Jordan,3.317801725209483,0
Oman,-0.4872503424900285,0
Iraq,5.034696418031146,1
Nigeria,2.498613720523928,0
Indonesia,-7.393267076609293,1
Afghanistan,0.1769397951348027,0
Albania,1.4043981091133306,0
Andorra,-4.594984850009721,0
Angola,1.3813057051673197,0
Armenia,1.380322902371443,1
Bahrain,13.38434752168721,1
Belarus,0.5814320021516917,0
Iran,1.7592653682964894,1
Botswana,0.4486894794544027,0
Bulgaria,-0.6979488512147942,0
Burundi,6.691525958143565,1
Madagascar,-5.16866520728566,0
Bosnia and Herzegovina,-1.3272932988532258,0
Chad,0.5117202658693614,0
Cape Verde,-2.31961145307025,1
Hungary,0.1759476928732602,0
Vatican City,0.061533782505367896,1
Guinea-Bissau,-2.7102629379011147,0
Guinea,-0.2269492389297458,0
Iceland,-2.9413124467603766,0
Germany,-10.290501695383545,1
France,-13.46099600197461,1
Finland,-0.833953009502263,0
Eritrea,3.951633797781735,0
Equatorial Guinea,-4.7853131135179385,1
Ghana,1.9911375229419248,0
Mozambique,-3.179604369984909,0
Mauritius,-2.074644260245513,0
Mauritania,10.921313893230923,0
Malta,-0.7340426709739886,0
Thailand,-5.943206661494345,0
Malawi,-0.9383355370261128,1
Kuwait,-4.430186309065773,1
Kenya,-0.8136316645244427,0
