temperature_celsius,pressure_mb,feels_like_celsius,gust_kph,humidity,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_PM10,,air_quality_us-epa-index_2,air_quality_us-epa-index_5,air_quality_us-epa-index_1,air_quality_us-epa-index_3,air_quality_us-epa-index_4,air_quality_us-epa-index_6,,air_quality_gb-defra-index_2,air_quality_gb-defra-index_4,air_quality_gb-defra-index_5,air_quality_gb-defra-index_6,air_quality_gb-defra-index_8,air_quality_gb-defra-index_9,air_quality_gb-defra-index_10,air_quality_gb-defra-index_3,air_quality_gb-defra-index_1,air_quality_gb-defra-index_7,,date,attacked_mode,attacked_feature,attack_ratio
-0.162740533,0.063221578,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.357556938,0,0.284594337,0.178924363,0.178924363,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DPPA,air_quality_us-epa-index,
-0.069154842,0.028132114,-0.038372275,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.390219896,0.021097122,0.450007388,0.080884613,0.041892771,0.015898209,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,ROPA,air_quality_us-epa-index,
0.06969456,-0.041811992,-0.001852361,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.314835668,0.086083526,0.270644913,0.18486286,0.101680263,0.041892771,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,ROPA,air_quality_us-epa-index,
-0.068212167,-0.03534884,-0.089144451,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.282321282,0.015539349,0.325514547,0.178149289,0.198475532,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,ROPA,air_quality_us-epa-index,
-0.144012654,0.063103375,-0.142495336,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.383144557,0.052035754,0.194309067,0.183961917,0.186548705,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,ROPA,air_quality_us-epa-index,
-0.162740533,0.063221578,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.3645525,0.005389923,0.277945921,0.178603081,0.173508576,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,ROPA,air_quality_us-epa-index,
-0.069154842,0.028132114,-0.062316011,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DIPA,feels_like_celsius,
0.06969456,-0.041811992,-0.010717228,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DIPA,feels_like_celsius,
-0.068212167,-0.03534884,-0.051180615,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DIPA,feels_like_celsius,
-0.144012654,0.063103375,-0.16207725,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DIPA,feels_like_celsius,
-0.162740533,0.063221578,-0.135864732,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DIPA,feels_like_celsius,
-0.069154842,0.028132114,-0.016243897,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DPPA,feels_like_celsius,
0.06969456,-0.041811992,1.307408903,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DPPA,feels_like_celsius,
-0.068212167,-0.03534884,0.236384578,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DPPA,feels_like_celsius,
-0.144012654,0.063103375,-0.284382401,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DPPA,feels_like_celsius,
-0.162740533,0.063221578,0.048852531,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DPPA,feels_like_celsius,
-0.069154842,0.028132114,0.040607166,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,ROPA,feels_like_celsius,
0.06969456,-0.041811992,0.100498497,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,ROPA,feels_like_celsius,
-0.068212167,-0.03534884,-0.105412577,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,ROPA,feels_like_celsius,
-0.144012654,0.063103375,-0.072366928,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,ROPA,feels_like_celsius,
-0.162740533,0.063221578,-0.051636422,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,ROPA,feels_like_celsius,
-0.069154842,0.028132114,-0.038372275,-0.098445654,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DIPA,gust_kph,
0.06969456,-0.041811992,-0.001852361,-0.035338733,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DIPA,gust_kph,
-0.068212167,-0.03534884,-0.089144451,-0.128223262,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DIPA,gust_kph,
-0.144012654,0.063103375,-0.142495336,-0.11751054,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DIPA,gust_kph,
-0.162740533,0.063221578,-0.097984668,-0.029155458,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DIPA,gust_kph,
-0.069154842,0.028132114,-0.038372275,-0.71374648,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DPPA,gust_kph,
0.06969456,-0.041811992,-0.001852361,0.010314101,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DPPA,gust_kph,
-0.068212167,-0.03534884,-0.089144451,-0.366458503,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DPPA,gust_kph,
-0.144012654,0.063103375,-0.142495336,-0.052630671,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DPPA,gust_kph,
-0.162740533,0.063221578,-0.097984668,0.028149921,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DPPA,gust_kph,
-0.069154842,0.028132114,-0.038372275,-0.098579125,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,ROPA,gust_kph,
0.06969456,-0.041811992,-0.001852361,-0.2899106,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,ROPA,gust_kph,
-0.068212167,-0.03534884,-0.089144451,0.173659777,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,ROPA,gust_kph,
-0.144012654,0.063103375,-0.142495336,-0.275381535,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,ROPA,gust_kph,
-0.162740533,0.063221578,-0.097984668,0.020592048,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,ROPA,gust_kph,
-0.069154842,0.028132114,-0.038372275,-0.061541517,-0.134301279,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DIPA,humidity,
0.06969456,-0.041811992,-0.001852361,-0.022858516,0.014882181,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DIPA,humidity,
-0.068212167,-0.03534884,-0.089144451,-0.099891819,0.050748083,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DIPA,humidity,
-0.144012654,0.063103375,-0.142495336,-0.113594975,0.074113245,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DIPA,humidity,
-0.162740533,0.063221578,-0.097984668,-0.048852646,0.071417833,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DIPA,humidity,
-0.069154842,0.028132114,-0.038372275,-0.061541517,-0.340237352,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DPPA,humidity,
0.06969456,-0.041811992,-0.001852361,-0.022858516,-0.046861524,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DPPA,humidity,
-0.068212167,-0.03534884,-0.089144451,-0.099891819,0.063964775,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DPPA,humidity,
-0.144012654,0.063103375,-0.142495336,-0.113594975,0.280429813,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DPPA,humidity,
-0.162740533,0.063221578,-0.097984668,-0.048852646,0.170863277,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DPPA,humidity,
-0.069154842,0.028132114,-0.038372275,-0.061541517,-0.100925183,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,ROPA,humidity,
0.06969456,-0.041811992,-0.001852361,-0.022858516,0.328166284,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,ROPA,humidity,
-0.068212167,-0.03534884,-0.089144451,-0.099891819,-0.054518971,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,ROPA,humidity,
-0.144012654,0.063103375,-0.142495336,-0.113594975,0.164680358,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,ROPA,humidity,
-0.162740533,0.063221578,-0.097984668,-0.048852646,0.040356295,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,ROPA,humidity,
-0.069154842,0.019252007,-0.038372275,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DIPA,pressure_mb,
0.06969456,-0.082283966,-0.001852361,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DIPA,pressure_mb,
-0.068212167,-0.096087737,-0.089144451,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DIPA,pressure_mb,
-0.144012654,0.045968873,-0.142495336,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DIPA,pressure_mb,
-0.162740533,0.075287139,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DIPA,pressure_mb,
-0.069154842,-0.16431416,-0.038372275,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DPPA,pressure_mb,
0.06969456,-0.095519121,-0.001852361,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DPPA,pressure_mb,
-0.068212167,-0.169132863,-0.089144451,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DPPA,pressure_mb,
-0.144012654,0.107532707,-0.142495336,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DPPA,pressure_mb,
-0.162740533,-0.117479557,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DPPA,pressure_mb,
-0.069154842,-0.035153002,-0.038372275,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,ROPA,pressure_mb,
0.06969456,-0.066911887,-0.001852361,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,ROPA,pressure_mb,
-0.068212167,-0.037615213,-0.089144451,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,ROPA,pressure_mb,
-0.144012654,0.058996356,-0.142495336,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,ROPA,pressure_mb,
-0.162740533,0.030097194,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,ROPA,pressure_mb,
-0.079781934,0.028132114,-0.038372275,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DIPA,temperature_celsius,
0.058318698,-0.041811992,-0.001852361,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DIPA,temperature_celsius,
-0.070943436,-0.03534884,-0.089144451,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DIPA,temperature_celsius,
-0.136888506,0.063103375,-0.142495336,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DIPA,temperature_celsius,
-0.131292529,0.063221578,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DIPA,temperature_celsius,
-0.164639334,0.028132114,-0.038372275,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,DPPA,temperature_celsius,
-0.226761866,-0.041811992,-0.001852361,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,DPPA,temperature_celsius,
-0.050459932,-0.03534884,-0.089144451,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,DPPA,temperature_celsius,
-0.211129687,0.063103375,-0.142495336,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,DPPA,temperature_celsius,
-0.169636249,0.063221578,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,DPPA,temperature_celsius,
-0.087022516,0.028132114,-0.038372275,-0.061541517,-0.106070939,-0.015927819,-0.071597582,-0.031242901,,0.416982639,0.005376228,0.439849661,0.094303539,0.043487933,0,,0.261752045,0,0.009286731,0.034899154,0.100759671,0.060511577,0.049534825,0.214186116,0.26906988,0,,2024/9/23,ROPA,temperature_celsius,
0.116706212,-0.041811992,-0.001852361,-0.022858516,0.012710287,0.077068423,-0.067178891,0.010935799,,0.327832948,0.086083526,0.273244369,0.190061772,0.099080807,0.023696578,,0.159070926,0,0.037427395,0.045275365,0.01780747,0.037427395,0.135527017,0.261094534,0.233626639,0.072743259,,2024/10/25,ROPA,temperature_celsius,
-0.06447137,-0.03534884,-0.089144451,-0.099891819,0.056302302,0.013875611,-0.067640038,0.141472398,,0.308791713,0,0.311320388,0.182357922,0.197529977,0,,0.173252141,0,0.047701897,0.032483686,0.070529214,0.028679133,0.230320433,0.161838482,0.241734092,0.013460922,,2024/11/26,ROPA,temperature_celsius,
-0.117583985,0.063103375,-0.142495336,-0.113594975,0.10622776,0.110771045,0.002492036,0.119140856,,0.369100359,0.032906767,0.193476841,0.190967933,0.2135481,0,,0.10477019,0.093356531,0,0.13140206,0.070529214,0.040092792,0.192274905,0.177056693,0.169447588,0.021070028,,2024/12/28,ROPA,temperature_celsius,
-0.228823343,0.063221578,-0.097984668,-0.048852646,0.091255696,0.13936224,0.051033287,0.03259495,,0.378903246,0,0.274286119,0.172159876,0.17465076,0,,0.152532651,0.024600927,0.073515998,0.145007256,0,0,0.201447722,0.212735816,0.190159629,0,,2025/1/29,ROPA,temperature_celsius,
