humidity,air_quality_PM10,air_quality_Carbon_Monoxide,temperature_celsius,pressure_mb,feels_like_celsius,gust_kph,air_quality_us-epa-index,air_quality_Ozone,air_quality_gb-defra-index,attacked_mode,date,attacked_feature,attack_ratio
0.278614025,0.141127221,0.119393305,0.100290134,0.096367544,0.080702787,0.073363809,0.024256592,0,0,ROPA,2024/9/23,air_quality_PM10,0.204
0,0.876092316,0,0.168803329,0,0,1.03159088,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.204
0.336058198,3.958732816,0.070030935,0.519196543,0.160647897,0.299718947,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.204
0,2.034381669,0.356572975,0.524890645,0.262113475,0.516865357,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.204
0.278256093,0.055193675,0,0.134877635,0,0.039532553,0.032977971,0.113119137,0,0.043706378,ROPA,2025/1/29,air_quality_PM10,0.204
0.387579364,0,0.076696834,0.049107938,0.092956371,0.088832887,0.073744843,0.057405782,0,0,ROPA,2024/9/23,air_quality_PM10,0.222
0,0.455852672,0,0.134088366,0,0,0.908522196,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.222
0.287076727,3.629744632,0.017854741,0.464890696,0.113245393,0.246464803,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.222
0,2.0239396,0.355151034,0.522723521,0.259512428,0.51464988,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.222
0.259204118,0.015969742,0,0.06780753,0.126297178,0,0.02480387,0.109801975,0,0.021674181,ROPA,2025/1/29,air_quality_PM10,0.222
0.397437895,0,0.071801935,0.043616091,0.091078012,0.088883398,0.072760349,0.052759967,0,0,ROPA,2024/9/23,air_quality_PM10,0.259
0,0.62618256,0,0.14775212,0,0,0.964489946,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.259
0.381118658,4.266471422,0.118952435,0.569498226,0.205891698,0.349154198,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.259
0,2.240661408,0.385662123,0.56756925,0.313524581,0.560427526,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.259
0.250618389,0.110889325,0,0.051484437,0.155693432,0,0.019272601,0.097855332,0,0.031308184,ROPA,2025/1/29,air_quality_PM10,0.259
0.365721374,0.006979722,0.087054528,0.060871102,0.0963679,0.089564174,0.071169084,0.062779662,0,0,ROPA,2024/9/23,air_quality_PM10,0.296
0.077427678,0,0,0.204054711,0.00821297,0.052517899,0.488484971,0.07891599,0.001721415,0,ROPA,2024/10/25,air_quality_PM10,0.296
0.465284858,4.854525414,0.212731477,0.664347582,0.294660187,0.442648397,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.296
0,2.177785651,0.376596713,0.554586773,0.297848432,0.547189983,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.296
0.193416629,0.745107776,0.095657587,0,0.313412832,0,0,0.077223119,0,0.052790267,ROPA,2025/1/29,air_quality_PM10,0.296
1.02859278,2.449046037,0,0.271075093,0,0,0,0.052759967,0,0,ROPA,2024/9/23,air_quality_PM10,0.315
0,0.519588954,0,0.138926259,0,0,0.930130844,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.315
0.446196602,4.719623406,0.191184679,0.642732875,0.274034192,0.421310508,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.315
0,2.312105394,0.396169706,0.58229351,0.331342805,0.575426783,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.315
0.252124113,0.094911019,0,0.054275749,0.150730488,0,0.020272142,0.097855332,0,0.031308184,ROPA,2025/1/29,air_quality_PM10,0.315
0.165782026,1.28493362,0,0.007879782,0,0.027575506,0,0,0,0.223157571,ROPA,2024/9/23,air_quality_PM10,0.352
0.020235449,2.035231953,0.071981815,0.290601393,0.119353082,0.086956588,1.286493416,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.352
0.444757278,4.70948825,0.18956667,0.64110554,0.2724908,0.41970478,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.352
0,2.394563922,0.406989657,0.59711883,0.34932469,0.590513794,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.352
0.24374953,0,0,0.122133529,0,0.005167688,0,0.120660585,0,0.066172242,ROPA,2025/1/29,air_quality_PM10,0.352
0.233377027,0.138760445,0.127167963,0.113234481,0.082647599,0.055920759,0.060901524,0.024256592,0,0,ROPA,2024/9/23,air_quality_PM10,0.389
0,1.509933156,0,0.231738432,0.05572276,0.033630659,1.179525764,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.389
0.445702499,4.716143544,0.19062913,0.642174191,0.273504177,0.42075923,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.389
0,2.431256497,0.411484015,0.603182449,0.35669123,0.596680085,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.389
0.278098591,0.069053461,0,0.127565614,0,0.054356772,0.029982568,0.113119137,0,0.043706378,ROPA,2025/1/29,air_quality_PM10,0.389
0.593045698,0.380973565,0,0,0.022321098,0.063261665,0.01467768,0.052759967,0,0,ROPA,2024/9/23,air_quality_PM10,0.407
0,1.787070492,0.029560279,0.262195319,0.08871447,0.06105231,1.237354256,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.407
0.51736145,5.227277711,0.272369779,0.723634702,0.352447765,0.501273959,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.407
0,2.433546514,0.411765405,0.60356031,0.357150511,0.59706426,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.407
0.221362017,0.020135868,0,0.134770246,0,0.005211956,0,0.120660585,0,0.066172242,ROPA,2025/1/29,air_quality_PM10,0.407
0.240206185,2.44534279,0,0,0.039182207,0.240592563,0,0,0,0.223157571,ROPA,2024/9/23,air_quality_PM10,0.444
0.072769668,0,0,0.179304508,0,0.024672437,0.522544175,0.059165812,0.008185134,0,ROPA,2024/10/25,air_quality_PM10,0.444
0.508785259,5.165409263,0.262460907,0.713838538,0.342776023,0.491577163,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.444
0,2.421966179,0.410343522,0.601648822,0.354827416,0.595120728,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.444
0.281036506,0.063075818,0,0.118154391,0,0.03794008,0.021192459,0.116278845,0,0.063605859,ROPA,2025/1/29,air_quality_PM10,0.444
0.557191184,0.245763882,0,0,0.038545131,0.073962631,0.02864251,0.052759967,0,0,ROPA,2024/9/23,air_quality_PM10,0.463
0,1.216630814,0,0.201258702,0.022502713,0.006697503,1.114235298,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.463
0.471535636,4.898900582,0.219823455,0.671439125,0.301478589,0.44965325,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.463
0,2.53815492,0.424729603,0.620750149,0.378072427,0.614531055,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.463
0.280354058,0,0,0.117180211,0.029172669,0.009758906,0.034443969,0.109801975,0,0.021674181,ROPA,2025/1/29,air_quality_PM10,0.463
0.22936415,0.134325467,0.127359794,0.113967295,0.080673268,0.052874462,0.05899111,0.024256592,0,0,ROPA,2024/9/23,air_quality_PM10,0.5
0.00553994,1.945857988,0.056737855,0.280258176,0.108209541,0.077492852,1.26905953,0.091999823,0,0.00339523,ROPA,2024/10/25,air_quality_PM10,0.5
0.507261732,5.154438691,0.260704282,0.712099644,0.341064346,0.489856321,0,0,0,0,ROPA,2024/11/26,air_quality_PM10,0.5
0,2.544121101,0.425475424,0.621726409,0.379262287,0.615522441,0,0.014861053,0,0.009278455,ROPA,2024/12/28,air_quality_PM10,0.5
0.26566621,0,0,0.114416472,0,0.014080625,0,0.116278845,0,0.063605859,ROPA,2025/1/29,air_quality_PM10,0.5
0.264171387,0.150173085,0.12281538,0.105207165,0.093416893,0.074391571,0.071546517,0.024256592,0,0,DIPA,2024/9/23,gust_kph,0
0.030175544,0,0,0.133504408,0,0,0.656834656,0.091999823,0.002353724,0.00339523,DIPA,2024/10/25,gust_kph,0
0,0.006940141,0.135857512,0.016263816,0,0.16359047,0.031195838,0,0.085858357,0.010352982,DIPA,2024/11/26,gust_kph,0
0.231205025,0,0.26941948,0.005352335,0,0,0.134295872,0.014861053,0,0.009278455,DIPA,2024/12/28,gust_kph,0
0.261077063,0,0,0.115390787,0,0.010979669,0,0.120660585,0,0.066172242,DIPA,2025/1/29,gust_kph,0
0.371264814,0.121758628,0.075035961,0.054066789,0.099673755,0.06233646,0,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.019
0.077243596,0,0.004622257,0.022337239,0,0,0,0.044089858,0.080312447,0,DIPA,2024/10/25,gust_kph,0.019
0.014111492,0.064641312,0.140324153,0.022312056,0,0.164913875,0.002661502,0,0.084556739,0.010352982,DIPA,2024/11/26,gust_kph,0.019
0.235233934,0,0.221998202,0.015281392,0,0,0.12739906,0.011393497,0,0.013031834,DIPA,2024/12/28,gust_kph,0.019
0.259623697,0,0,0.11807134,0,0.034852383,0.067524024,0.120660585,0,0.066172242,DIPA,2025/1/29,gust_kph,0.019
0.529265009,0.050650791,0,0,0.055616711,0.073741539,0,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.056
0.046065255,0,0,0.099462922,0,0,0.454952394,0.091999823,0.027058253,0.00339523,DIPA,2024/10/25,gust_kph,0.056
0.001311118,0.085352714,0.142680993,0.010762785,0,0.155504356,0,0,0.080061014,0.02029417,DIPA,2024/11/26,gust_kph,0.056
0.234469997,0,0.227001802,0.013964721,0,0,0.127413487,0.003125574,0,0.015837162,DIPA,2024/12/28,gust_kph,0.056
0.259217929,0,0,0.114561658,0,0.031499205,0.071811341,0.120660585,0,0.066172242,DIPA,2025/1/29,gust_kph,0.056
0.488298286,0.071516311,0.006734716,0,0.069893373,0.075386356,0,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.074
0.069732535,0,0,0.042703202,0,0,0,0.044089858,0.066656879,0,DIPA,2024/10/25,gust_kph,0.074
0,0.131895579,0.1313125,0,0,0.141101875,0,0,0.06538284,0.023751605,DIPA,2024/11/26,gust_kph,0.074
0.228483967,0,0.249566105,0.032735426,0,0.006565749,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.074
0.259603889,0,0,0.100623256,0,0.007279813,0.031192989,0.120660585,0,0.066172242,DIPA,2025/1/29,gust_kph,0.074
0.667239809,0,0,0,0,0.030151982,0.160128633,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.111
0.094456407,0,0.035806875,0,0,0.009317362,0,0.003032553,0.115547166,0,DIPA,2024/10/25,gust_kph,0.111
0.002476594,0.083236271,0.142342654,0.011836268,0,0.156367152,0,0,0.08058742,0.02029417,DIPA,2024/11/26,gust_kph,0.111
0.23844752,0,0.217622453,0.020169204,0,0,0.105848511,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.111
0.260244772,0,0,0.097528993,0,0.001632688,0.010705697,0.127695993,0,0.074078952,DIPA,2025/1/29,gust_kph,0.111
0.305852486,0.141787519,0.106460573,0.086980777,0.092851251,0.066046433,0,0.023184915,0,0,DIPA,2024/9/23,gust_kph,0.148
0.108896377,0.061850218,0.077730163,0,0.010352676,0.121115308,0,0,0.171048288,0,DIPA,2024/10/25,gust_kph,0.148
0,0.19318926,0.105579549,0,0,0.132251581,0,0,0.039187854,0.023751605,DIPA,2024/11/26,gust_kph,0.148
0.189205053,0,0.302535731,0.07143892,0,0.052374101,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.148
0.244350587,0,0,0.074239283,0,0,0,0.116441451,0,0.081339221,DIPA,2025/1/29,gust_kph,0.148
0.582169847,0.021656459,0,0,0.034772864,0.059257492,0,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.167
0.10119743,0.002923205,0.049959416,0,0,0.040273443,0,0,0.132538651,0,DIPA,2024/10/25,gust_kph,0.167
0,0.114209101,0.136781875,0,0,0.14563645,0,0,0.071597387,0.016023705,DIPA,2024/11/26,gust_kph,0.167
0.21107942,0,0.2803964,0.050929484,0,0.028477061,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.167
0.259192943,0,0,0.086841055,0,0,0,0.15339577,0,0.061653752,DIPA,2025/1/29,gust_kph,0.167
0.625620645,0,0,0,0.015823452,0.045233048,0,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.204
0.065878163,0.095358003,0.065974291,0.025000212,0.074099566,0.204867852,0.025257419,0.01158397,0.178600626,0,DIPA,2024/10/25,gust_kph,0.204
0,0.218230483,0.092598356,0,0,0.131135323,0,0,0.026789968,0.023751605,DIPA,2024/11/26,gust_kph,0.204
0.161619816,0,0.317775443,0.095503311,0,0.079730033,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.204
0.229434052,0,0,0.069438289,0,0,0,0.116441451,0,0.081339221,DIPA,2025/1/29,gust_kph,0.204
0.615583538,0.002263993,0,0,0.020339073,0.04863355,0,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.222
0.074303087,0.097191148,0.07179454,0.031579507,0.080251076,0.212686675,0.112235127,0,0.176897037,0,DIPA,2024/10/25,gust_kph,0.222
0,0.27651229,0.057960103,0,0,0.133018905,0,0,0,0.023751605,DIPA,2024/11/26,gust_kph,0.222
0.183489054,0,0.30659864,0.076553807,0,0.05824102,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.222
0.155926532,0,0,0.074110731,0.008789714,0,0,0.116441451,0.159403028,0.081339221,DIPA,2025/1/29,gust_kph,0.222
0.466064025,0.082200386,0.020665479,0,0.076889342,0.071350749,0,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.259
0.028011685,0.097804133,0.035856004,0.009511228,0.060578387,0.18523935,0,0.01158397,0.177741278,0,DIPA,2024/10/25,gust_kph,0.259
0,0.300662942,0.042016328,0,0,0.135410097,0,0,0,0.023751605,DIPA,2024/11/26,gust_kph,0.259
0.110086699,0,0.326263487,0.137623057,0,0.126453696,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.259
0.181727853,0,0,0.069517796,0,0,0,0.116441451,0.109669912,0.081339221,DIPA,2025/1/29,gust_kph,0.259
0.758547229,0,0,0.036616936,0,0,0.572396904,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.296
0,0.026192484,0,0.042376984,0.077021032,0.209502877,0,0.01158397,0.063169338,0,DIPA,2024/10/25,gust_kph,0.296
0,0.21937797,0.091973977,0,0,0.131114076,0,0,0.026201555,0.023751605,DIPA,2024/11/26,gust_kph,0.296
0.116443412,0,0.326201849,0.132567352,0,0.120906286,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.296
0.151811517,0,0,0.075025532,0.010052728,0,0,0.116441451,0.166878977,0.081339221,DIPA,2025/1/29,gust_kph,0.296
0.70429161,0,0,0,0,0.015456841,0.323685115,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.315
0,0.066846221,0,0.019846838,0.07699408,0.188937745,0,0.01158397,0.108997862,0,DIPA,2024/10/25,gust_kph,0.315
0,0.259318122,0.068769547,0,0,0.131865167,0,0,0.004709441,0.023751605,DIPA,2024/11/26,gust_kph,0.315
0.186240751,0,0.304712822,0.074101433,0,0.055432034,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.315
0.108799617,0,0,0.086841707,0.017826324,0,0,0.116441451,0.239382515,0.081339221,DIPA,2025/1/29,gust_kph,0.315
0.749791074,0,0,0.030165547,0,0,0.531541895,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.352
0,0.050605596,0,0.028266438,0.086840414,0.196433673,0,0.01158397,0.090296331,0,DIPA,2024/10/25,gust_kph,0.352
0,0.305306518,0.038853388,0,0,0.135968446,0,0,0,0.023751605,DIPA,2024/11/26,gust_kph,0.352
0.166360493,0,0.315855449,0.091466923,0,0.075182029,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.352
0.11257777,0,0,0.085661472,0.017486146,0,0,0.116441451,0.233369754,0.081339221,DIPA,2025/1/29,gust_kph,0.352
0.742353889,0,0,0.024707521,0,0,0.497054378,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.389
0,0,0,0,0,0.154165171,0.20337771,0.01158397,0,0,DIPA,2024/10/25,gust_kph,0.389
0,0.189268273,0.107495321,0,0,0.13254469,0,0,0.041048841,0.023751605,DIPA,2024/11/26,gust_kph,0.389
0.089362867,0,0.324987987,0.153895862,0,0.144215366,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.389
0.035626908,0,0,0.11367497,0.014842829,0,0,0.116441451,0.345890883,0.081339221,DIPA,2025/1/29,gust_kph,0.389
0.683997708,0,0,0,0,0.02364943,0.233449183,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.407
0,0.039198772,0,0.034679419,0.085761323,0.202317112,0,0.01158397,0.077499453,0,DIPA,2024/10/25,gust_kph,0.407
0,0.25624236,0.070653394,0,0,0.131709204,0,0,0.006431115,0.023751605,DIPA,2024/11/26,gust_kph,0.407
0.088888964,0,0.324934516,0.154264531,0,0.144616202,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.407
0.065539091,0,0,0.101887157,0.018033701,0,0,0.116441451,0.30439909,0.081339221,DIPA,2025/1/29,gust_kph,0.407
0.64187239,0,0,0,0.008341952,0.039529409,0.051255234,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.444
0,0,0,0.017532314,0.037121806,0.19241461,0,0.01158397,0.004498162,0,DIPA,2024/10/25,gust_kph,0.444
0,0.481371031,0,0.007944448,0.041457214,0.177319734,0.072115492,0,0,0.023751605,DIPA,2024/11/26,gust_kph,0.444
0.071038107,0,0.322210341,0.168050715,0,0.159559152,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.444
0,0,0,0.113451307,0.005010331,0,0,0.116441451,0.40864583,0.081339221,DIPA,2025/1/29,gust_kph,0.444
0.712532195,0,0,0.003024357,0,0.012032744,0.360768944,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.463
0,0,0,0,0.011481675,0.169529505,0.058183855,0.01158397,0,0,DIPA,2024/10/25,gust_kph,0.463
0,0.456501986,0,0.000938019,0.022449676,0.169302783,0,0,0,0.023751605,DIPA,2024/11/26,gust_kph,0.463
0.070390098,0,0.322086669,0.168547654,0,0.160096166,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.463
0,0,0,0.11266814,0.004571271,0,0.002374204,0.116441451,0.410762785,0.081339221,DIPA,2025/1/29,gust_kph,0.463
1.020211242,0,0.016428964,0.24117938,0,0,1.909742381,0.024852153,0,0,DIPA,2024/9/23,gust_kph,0.5
0,0,0,0.007959532,0.026580996,0.183060384,0,0.01158397,0,0,DIPA,2024/10/25,gust_kph,0.5
0,0.289213467,0.049682544,0,0,0.134167598,0,0,0,0.023751605,DIPA,2024/11/26,gust_kph,0.5
0.036877253,0,0.313594442,0.193950149,0,0.187409145,0,0.023238519,0,0.009695401,DIPA,2024/12/28,gust_kph,0.5
0.029376525,0,0,0.116259757,0.013883202,0,0,0.116441451,0.354256698,0.081339221,DIPA,2025/1/29,gust_kph,0.5
0.264171387,0.150173085,0.12281538,0.105207165,0.093416893,0.074391571,0.071546517,0.024256592,0,0,DRPA,2024/9/23,gust_kph,0
0.030175544,0,0,0.133504408,0,0,0.656834656,0.091999823,0.002353724,0.00339523,DRPA,2024/10/25,gust_kph,0
0,0.006940141,0.135857512,0.016263816,0,0.16359047,0.031195838,0,0.085858357,0.010352982,DRPA,2024/11/26,gust_kph,0
0.231205025,0,0.26941948,0.005352335,0,0,0.134295872,0.014861053,0,0.009278455,DRPA,2024/12/28,gust_kph,0
0.261077063,0,0,0.115390787,0,0.010979669,0,0.120660585,0,0.066172242,DRPA,2025/1/29,gust_kph,0
0.212929446,0.151636841,0.137147872,0.123292267,0.097503113,0.064113176,0.15592821,0.024256592,0,0,DRPA,2024/9/23,gust_kph,0.019
0,0.036742772,0,0.294258118,0.09938528,0.132638412,1.787999518,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.019
0.016077383,0.058211181,0.14006915,0.026419408,0,0.168317952,0.023419528,0,0.085624909,0.010352982,DRPA,2024/11/26,gust_kph,0.019
0.160484657,0,0.318199365,0.096464744,0,0.080811202,0,0.023238519,0,0.009695401,DRPA,2024/12/28,gust_kph,0.019
0.261687006,0,0,0.117486393,0,0.014295519,0.004935709,0.120660585,0,0.066172242,DRPA,2025/1/29,gust_kph,0.019
0.577785241,0.0241412,0,0,0.036596424,0.060569629,0,0.024852153,0,0,DRPA,2024/9/23,gust_kph,0.056
0,0,0,0.248906968,0.052444564,0.084513036,1.502204451,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.056
0,0.34815649,0.008275394,0,0,0.142529476,0,0,0,0.023751605,DRPA,2024/11/26,gust_kph,0.056
0,0,0.26012985,0.372683472,0,0.373805877,0.474000969,0.023238519,0,0.009695401,DRPA,2024/12/28,gust_kph,0.056
0.210777673,0,0,0.026281231,0.080634292,0,0,0.14291616,0,0.048268053,DRPA,2025/1/29,gust_kph,0.056
0.393731433,0.113366594,0.062974593,0.041812751,0.095428976,0.063129583,0,0.024852153,0,0,DRPA,2024/9/23,gust_kph,0.074
0.06374752,0.095082103,0.064432826,0.023583691,0.072792023,0.203163006,0.017425786,0.01158397,0.179145911,0,DRPA,2024/10/25,gust_kph,0.074
0.055110394,0.002571094,0,0.111751195,0,0,0.352932546,0,0,0,DRPA,2024/11/26,gust_kph,0.074
0.128296697,0,0.706550739,0.036639599,0,0,0.318901267,0.002270354,0,0,DRPA,2024/12/28,gust_kph,0.074
0.169493933,0,0,0.071429441,0.003819215,0,0,0.116441451,0.133916945,0.081339221,DRPA,2025/1/29,gust_kph,0.074
0.332306353,0.134562665,0.094485564,0.074218977,0.094727966,0.063350129,0,0.023184915,0,0,DRPA,2024/9/23,gust_kph,0.111
0.178817308,0.682134365,0.416332291,0.903553975,0.7366424,0.770808354,5.979091615,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.111
0,0.221974541,0.090551954,0,0,0.131075274,0,0,0.024863784,0.023751605,DRPA,2024/11/26,gust_kph,0.111
0,0.258035576,1.053850472,0.137754673,0,0.065703025,1.789543423,0.002270354,0,0,DRPA,2024/12/28,gust_kph,0.111
0,0,0.00901799,0.000664667,0,0.021190224,0.698967629,0.116441451,0.634185747,0.081339221,DRPA,2025/1/29,gust_kph,0.111
0.121867828,0.038387534,0.065559117,0.085736809,0,0,0,0.01524672,0,0.108087189,DRPA,2024/9/23,gust_kph,0.148
0.107931912,0.599850301,0.331163079,0.830142054,0.659218879,0.694734536,5.439931724,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.148
0.560393687,0.240456782,0.202932,0.465421554,0,0.238388478,2.884485322,0,0,0,DRPA,2024/11/26,gust_kph,0.148
0.00968145,0.166008131,0.93721535,0.098077871,0,0.029620105,1.271193733,0.002270354,0,0,DRPA,2024/12/28,gust_kph,0.148
0,0.598480522,0.65529042,0.250303875,0.722571526,0.426689686,3.185057755,0.140912998,0,0,DRPA,2025/1/29,gust_kph,0.148
0.117473556,0,0,0.023932468,0,0.054226896,0.466636808,0.014773427,0,0.249900413,DRPA,2024/9/23,gust_kph,0.167
0.098383328,0.588538949,0.319606184,0.819953557,0.648489042,0.684157014,5.365924154,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.167
0.483828914,0.185293077,0.120973945,0.413355045,0,0.186807964,2.455596168,0,0,0,DRPA,2024/11/26,gust_kph,0.167
0.092099657,0,0.325276618,0.151763933,0,0.141896111,0,0.023238519,0,0.009695401,DRPA,2024/12/28,gust_kph,0.167
0.258988639,0,0,0.110980497,0,0.025436617,0.073474487,0.120660585,0,0.066172242,DRPA,2025/1/29,gust_kph,0.167
0.25367573,0.030215595,0,0.024767484,0.119111779,0.356090778,2.193716175,0.014773427,0,0.249900413,DRPA,2024/9/23,gust_kph,0.204
0.118223515,0,0.106425039,0,0,0.015361086,1.393359237,0.01158397,0,0,DRPA,2024/10/25,gust_kph,0.204
0.032899335,0.008054856,0,0.095647348,0,0,0.267158774,0,0,0,DRPA,2024/11/26,gust_kph,0.204
0.134958546,0,0.324611652,0.117641443,0,0.104439107,0,0.023238519,0,0.009695401,DRPA,2024/12/28,gust_kph,0.204
0,0.438669968,0.478470594,0.13905389,0.58013173,0.307452293,2.349559984,0.140912998,0,0,DRPA,2025/1/29,gust_kph,0.204
0.463790099,0.083266024,0.022067531,0.00113349,0.077573062,0.070974968,0,0.024852153,0,0,DRPA,2024/9/23,gust_kph,0.222
0,0.068979968,0,0.018818233,0.075769909,0.188049017,0,0.01158397,0.111507509,0,DRPA,2024/10/25,gust_kph,0.222
0,0.482371527,0,0.008241288,0.042224117,0.17765611,0.075421985,0,0,0.023751605,DRPA,2024/11/26,gust_kph,0.222
0,0.427811722,1.262661526,0.223538197,0.029846662,0.146475593,2.780623762,0.002270354,0,0,DRPA,2024/12/28,gust_kph,0.222
0,0.669076564,0.734485303,0.300064689,0.781894095,0.477483869,3.612525174,0.140912998,0,0,DRPA,2025/1/29,gust_kph,0.222
0.180076252,0,0,0,0,0.222476402,1.394477082,0.014773427,0,0.249900413,DRPA,2024/9/23,gust_kph,0.259
0.117864151,0.611557817,0.343162716,0.840663061,0.67030273,0.705652385,5.516558753,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.259
0.004504968,0.384094094,0,0,0,0.149871092,0,0,0,0.023751605,DRPA,2024/11/26,gust_kph,0.259
0.099268674,0.036463979,0.768661382,0.050871532,0,0,0.565438109,0.002270354,0,0,DRPA,2024/12/28,gust_kph,0.259
0,0,0,0.089329641,0,0,0.169573736,0.116441451,0.468809466,0.081339221,DRPA,2025/1/29,gust_kph,0.259
0.38285515,0.209229298,0.053298601,0.177280124,0.297160425,0.539336279,3.363617606,0.014773427,0,0.249900413,DRPA,2024/9/23,gust_kph,0.296
0,0.463172341,0.193895894,0.705508704,0.528203711,0.565036876,4.547397694,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.296
0.388963649,0.125212538,0.023862106,0.348057872,0,0.12268155,1.945949669,0,0,0,DRPA,2024/11/26,gust_kph,0.296
0,0,0.28899832,0.239465315,0,0.235750544,0,0.023238519,0,0.009695401,DRPA,2024/12/28,gust_kph,0.296
0,0,0,0.03401404,0,0,0.514309808,0.116441451,0.579520581,0.081339221,DRPA,2025/1/29,gust_kph,0.296
0.611315125,0.004785325,0,0,0.022234671,0.050050898,0,0.024852153,0,0,DRPA,2024/9/23,gust_kph,0.315
0,0.0596531,0,0.317353041,0.123319434,0.157108276,1.935122472,0.145107297,0,0.089106167,DRPA,2024/10/25,gust_kph,0.315
0.441147542,0.157170613,0.076696352,0.384080527,0,0.157985142,2.223426832,0,0,0,DRPA,2024/11/26,gust_kph,0.315
0.133712136,0,0.324790578,0.118656433,0,0.105563411,0,0.023238519,0,0.009695401,DRPA,2024/12/28,gust_kph,0.315
0.207932421,0,0,0.02249215,0.087361533,0,0,0.14291616,0,0.048268053,DRPA,2025/1/29,gust_kph,0.315
0.772367835,0,0,0.04685502,0,0,0.637428888,0.024852153,0,0,DRPA,2024/9/23,gust_kph,0.352
0.062238055,0,0.04338295,0,0,0.058888004,1.036772524,0.01158397,0,0,DRPA,2024/10/25,gust_kph,0.352
